tool.by;name;"cost for user";"cost 2 ";manufacturer;f8;f3;rating;f5;f7;f9;f10;enabled;url;title;description;keywords;anons
22904;"Сварочный инвертор Калибр Mini СВИ-250ПН-Ц";240;265;5821;;;;;;;;;MICRO-SVI-250;"Сварочный инвертор Калибр Mini СВИ-250ПН-Ц Купить в Минске!";"Сварочный инвертор Калибр Mini СВИ-250ПН-Ц Купить в Минске!";"Сварочный инвертор Калибр Mini СВИ-250ПН-Ц Купить в Минске!";"Цифровой дисплей, рабочее напряжение 160-240В!!!, ток сварки 10-250А, Диаметр электрода 1.6-5.0 мм, набор аксессуаров
"
22905;"Сварочный инвертор Калибр Mini СВИ-225ПН-Ц";220;242;5821;;;;;;;;;MICRO-SVI-225;"Сварочный инвертор Калибр Mini СВИ-225ПН-Ц Купить в Минске!";"Сварочный инвертор Калибр Mini СВИ-225ПН-Ц Купить в Минске!";"Сварочный инвертор Калибр Mini СВИ-225ПН-Ц Купить в Минске!";"Цифровой дисплей, Сеть 160-240В !!!, Ток сварки 10-225А, Диаметр электрода 1.6-5.0 мм, набор аксессуаров
"
22906;"Сварочный инвертор Юнимастер МАСТЕР АСИ-200";200;220;5813;;;;;;;;;asi-200;"Сварочный инвертор Юнимастер  МАСТЕР АСИ-200 Купить в Минске!";"Сварочный инвертор Юнимастер  МАСТЕР АСИ-200 Купить в Минске!";"Сварочный инвертор Юнимастер  МАСТЕР АСИ-200 Купить в Минске!";"Ток сварки 10-200А, мощность - 7,5 кВт, диаметр электродов - 4,6-5,0мм
"
22908;"Электрический краскораспылитель Калибр Мастер ЭКРП-600/1,8М";65;72;5821;;;;;;;;;ekrp600-1,8m;"Электрический краскораспылитель Калибр Мастер ЭКРП-600/1,8М Купить в Минске!";"Электрический краскораспылитель Калибр Мастер ЭКРП-600/1,8М Купить в Минске!";"Электрический краскораспылитель Калибр Мастер ЭКРП-600/1,8М Купить в Минске!";"600 Вт, производительность - 400 мл/мин, диаметр сопла - 1,8 мм
"
22909;"Электрический краскораспылитель Калибр Мастер ЭКРП-350/2,6М";63;71;5821;;;;;;;;;ekrp350-2,6m;"Электрический краскораспылитель Калибр Мастер ЭКРП-350/2,6М Купить в Минске! ";"Электрический краскораспылитель Калибр Мастер ЭКРП-350/2,6М Купить в Минске! ";"Электрический краскораспылитель Калибр Мастер ЭКРП-350/2,6М Купить в Минске! ";"350 Вт, производительность - 280 мл/мин, диаметр сопла - 2,6 мм
"
22916;"Станок деревообрабатывающий БЕЛМАШ СДМ-2200 Мастер-Практик";380.368;470;23219;;yes;5;;;;;;sdm2200;"Станок деревообрабатывающий БЕЛМАШ Мастер-Практик 2200 Купить в Минске!";"Станок деревообрабатывающий БЕЛМАШ Мастер-Практик 2200 Купить в Минске!";"Станок деревообрабатывающий БЕЛМАШ Мастер-Практик 2200 Купить в Минске!";"Новинка! 2200 Вт, 230 В, Строгание(ШхГл) - 250х3мм, глубина пропила - 100мм
"
22917;"Станок деревообрабатывающий БЕЛМАШ СДМ-2000 Мастер-Практик";349.693;415;23219;;;4;;;;;;sdm2000;"Станок деревообрабатывающий БЕЛМАШ Мастер-Практик 2000 Купить в Минске!";"Станок деревообрабатывающий БЕЛМАШ Мастер-Практик 2000 Купить в Минске!";"Станок деревообрабатывающий БЕЛМАШ Мастер-Практик 2000 Купить в Минске!";"При самовывозе в подарок электрический чайник Galaxy 2000 Вт!!!
"
22918;"Точило электрическое Калибр ТЭ+ВГ-160";73;77;5821;;;;;;;;;te+vg-160;"Точило электрическое Калибр ТЭ+ВГ-160 Купить в Минске!";"Точило электрическое Калибр ТЭ+ВГ-160 Купить в Минске!";"Точило электрическое Калибр ТЭ+ВГ-160 Купить в Минске!";"160 Вт, 0-10 000 об/мин, шлифовальны круг - 75х17 мм, гибкий вал, регулировка скорости
"
22919;"Точило электрическое Калибр ТЭ-125/250";45;50;5821;;;;;;;;;te125-250;"Точило электрическое Калибр ТЭ-125/250 Купить в Минске!";"Точило электрическое Калибр ТЭ-125/250 Купить в Минске!";"Точило электрическое Калибр ТЭ-125/250 Купить в Минске!";"250 Вт, шлифовальны круг - 125х16 мм
"
22920;"Точило электрическое Калибр ТЭ-150/300";50;55;5821;;;;;;;;;te150-300;"Точило электрическое Калибр ТЭ-150/300 Купить в Минске!";"Точило электрическое Калибр ТЭ-150/300 Купить в Минске!";"Точило электрическое Калибр ТЭ-150/300 Купить в Минске!";"300 Вт, шлифовальны круг - 150х16 мм
"
22921;"Точило электрическое Калибр ТЭ-175/400";75;83;5821;;;;;;;;;te175-400;"Точило электрическое Калибр ТЭ-175/400 Купить в Минске!";"Точило электрическое Калибр ТЭ-175/400 Купить в Минске!";"Точило электрическое Калибр ТЭ-175/400 Купить в Минске!";"400 Вт, шлифовальны круг - 175х20 мм
"
22922;"Точило электрическое Калибр ТЭ-200/480";80;88;5821;;;;;;;;;te200-480;"Точило электрическое Калибр ТЭ-200/480 Купить в Минске!";"Точило электрическое Калибр ТЭ-200/480 Купить в Минске!";"Точило электрическое Калибр ТЭ-200/480 Купить в Минске!";"480 Вт, шлифовальны круг - 200х20 мм
"
22923;"Точило электрическое угловое Калибр ТЭУ-150/150/300";78;86;5821;;;;;;;;;teu150-150-300;"Точило электрическое угловое Калибр ТЭУ-150/150/300 Купить в Минске!";"Точило электрическое угловое Калибр ТЭУ-150/150/300 Купить в Минске!";"Точило электрическое угловое Калибр ТЭУ-150/150/300 Купить в Минске!";"300 Вт, сухая заточка круг - 150х16 мм, мокрая заточка круг - 150х40 мм
"
22924;"Точило электрическое угловое Калибр ТЭУ-150/200/400";80;88;5821;;;;;;;;;teu150-200-400;"Точило электрическое угловое Калибр ТЭУ-150/200/400 Купить в Минске!";"Точило электрическое угловое Калибр ТЭУ-150/200/400 Купить в Минске!";"Точило электрическое угловое Калибр ТЭУ-150/200/400 Купить в Минске!";"400 Вт, сухая заточка круг - 150х20 мм, мокрая заточка круг - 200х40 мм
"
22925;"Строительный пылесос Энкор Корвет 362";155;;5814;;;;;;;;;k362;"Строительный пылесос Энкор Корвет 362 Купить в Минске!";"Строительный пылесос Энкор Корвет 362 Купить в Минске!";"Строительный пылесос Энкор Корвет 362 Купить в Минске!";"1400 Вт, 180 мбар, пылесборник - 20л, шланг - 3м, кабель - 4м
"
22926;"Строительный пылесос Энкор Корвет 363";167;;5814;;;;;;;;;k363;"Строительный пылесос Энкор Корвет 363 Купить в Минске! ";"Строительный пылесос Энкор Корвет 363 Купить в Минске! ";"Строительный пылесос Энкор Корвет 363 Купить в Минске! ";"1400 Вт, 180 мбар, пылесборник - 30л, шланг - 3м, кабель - 4м
"
22927;"Строительный пылесос Энкор Корвет 364";205;226;5814;;;;;;;;;k364;"Строительный пылесос Энкор Корвет 364 Купить в Минске!";"Строительный пылесос Энкор Корвет 364 Купить в Минске!";"Строительный пылесос Энкор Корвет 364 Купить в Минске!";"1400 Вт, 180 мбар, пылесборник - 60л, шланг - 3м, кабель - 4м
"
